,Date,Ta (°C),Tm (°C),I3 (W/m2),I15 (W/m2),P (kW)
3351,2012-07-26 04:52:00,20.612833333333334,17.82166666666667,1.919245283018868,2.169622641509434,1.2026415094339622
3352,2012-07-26 05:52:00,21.43133333333333,19.611166666666666,62.146333333333345,59.01516666666667,36.44986666666668
3353,2012-07-26 06:52:00,23.099833333333336,23.187,227.50599999999997,233.3868333333333,183.42215000000002
3354,2012-07-26 07:52:00,25.378333333333334,29.8085,340.03550000000007,296.7454999999999,259.17990000000015
3355,2012-07-26 08:52:00,26.921000000000003,35.28183333333333,565.6743333333333,569.841,446.57691666666665
3356,2012-07-26 09:52:00,28.117500000000003,38.282333333333334,728.3291666666667,766.9021666666667,579.6931833333332
3357,2012-07-26 10:52:00,29.359666666666666,43.22083333333334,906.9873333333338,874.7235000000003,710.780016666667
3358,2012-07-26 11:52:00,29.245166666666666,43.701666666666675,962.585333333333,1012.3346666666664,753.6195000000004
3359,2012-07-26 12:52:00,30.060666666666663,44.10666666666666,954.6361666666666,976.2630000000001,749.4929666666669
3360,2012-07-26 13:52:00,30.206833333333336,42.020500000000006,886.8719999999998,890.5261666666668,699.2707499999999
3361,2012-07-26 14:54:00,30.45,40.4304,770.9786538461539,755.8425,607.8946346153843
3362,2012-07-26 15:54:00,30.44333333333333,38.29366666666667,609.4124999999999,580.3966666666664,479.1020166666667
3363,2012-07-26 16:54:00,31.598166666666668,33.868500000000004,416.70099999999996,370.35699999999997,304.80901666666665
3364,2012-07-26 17:54:00,32.07533333333333,29.488833333333332,210.79899999999998,154.63316666666665,119.88548333333334
3365,2012-07-26 18:54:00,26.69883333333333,25.238833333333332,43.059833333333344,26.661,19.63870000000001
3366,2012-07-26 19:54:00,24.721666666666664,22.325666666666667,0.31183333333333335,0.49266666666666653,0.7079333333333334
3367,2012-07-26 20:54:00,23.883333333333336,21.263833333333334,0.0,0.0,0.0
3368,2012-07-26 21:44:00,23.430600000000002,20.682,0.0,0.0,0.0
3375,2012-07-27 04:54:00,22.339,19.226666666666667,1.7137254901960788,2.1741176470588233,1.214843137254902
3376,2012-07-27 05:54:00,23.258166666666668,20.810999999999996,62.39366666666665,62.75766666666666,34.54956666666667
3377,2012-07-27 06:54:00,25.341333333333335,27.040666666666667,229.2956666666667,239.3274999999999,179.5635166666667
3378,2012-07-27 07:54:00,26.984166666666663,32.744,428.18750000000006,454.61433333333326,365.20853333333326
3379,2012-07-27 08:54:00,28.28333333333333,35.949666666666666,620.6923333333331,656.3263333333332,514.5763166666665
3380,2012-07-27 09:54:00,29.472166666666666,39.976333333333336,774.9071666666666,816.3721666666664,638.8482000000001
3381,2012-07-27 10:54:00,30.359333333333336,41.39366666666667,884.9428333333336,928.5711666666665,718.5498833333334
3382,2012-07-27 11:54:00,30.649833333333333,41.146166666666666,944.6628333333332,982.6401666666667,759.7550666666665
3383,2012-07-27 12:54:00,31.174833333333336,43.606500000000004,945.7651666666669,968.4469999999997,748.9009500000003
3384,2012-07-27 13:54:00,31.492666666666665,41.98766666666667,886.9408333333333,889.1859999999999,694.6212333333335
3385,2012-07-27 14:54:00,31.624666666666666,40.48933333333333,766.817833333333,754.7834999999999,608.8705166666667
3386,2012-07-27 15:54:00,31.547,38.056000000000004,607.6080000000001,578.2121666666667,478.5941500000002
3387,2012-07-27 16:59:00,32.6018,33.904,398.4149056603773,351.6096226415095,288.5334716981131
3388,2012-07-27 17:59:00,31.889166666666664,29.912333333333333,207.6225,152.71399999999997,116.32555
3389,2012-07-27 18:59:00,27.24416666666667,25.935,41.70333333333331,26.326333333333324,19.278866666666662
3390,2012-07-27 19:59:00,25.759833333333333,23.58966666666667,0.19349999999999998,0.3804999999999999,0.5211000000000001
3391,2012-07-27 20:59:00,25.04133333333333,23.1125,0.0,0.0,0.0
3392,2012-07-27 21:49:00,24.6248,22.2046,0.0,0.0,0.0
3399,2012-07-28 04:59:00,24.738500000000002,22.872833333333332,1.7164444444444444,2.2782222222222224,1.278888888888889
3400,2012-07-28 05:59:00,25.240166666666667,24.025166666666667,62.76416666666668,63.76099999999999,34.27035
3401,2012-07-28 06:59:00,26.749333333333336,28.959166666666665,232.0585,242.0033333333333,181.80506666666665
3402,2012-07-28 07:59:00,28.260499999999997,34.197833333333335,433.98283333333336,461.9770000000001,367.18350000000015
3403,2012-07-28 08:59:00,29.579333333333338,38.87166666666667,622.4106666666668,659.2811666666665,507.5560500000001
3404,2012-07-28 09:59:00,31.078666666666663,42.166333333333334,772.1476666666669,815.5976666666666,634.7437666666666
3405,2012-07-28 10:59:00,31.714,44.149166666666666,882.8398333333334,924.845,703.9533666666663
3406,2012-07-28 11:59:00,32.597500000000004,46.87366666666667,940.5735000000003,980.1446666666666,739.3625999999999
3407,2012-07-28 12:59:00,33.143166666666666,46.97966666666667,941.5033333333333,965.4746666666668,732.5324333333333
3408,2012-07-28 13:59:00,33.885,48.11733333333333,881.1214999999996,885.7753333333333,682.2092166666669
3409,2012-07-28 14:59:00,34.2355,47.0365,760.0711666666667,748.167,590.7803833333332
3410,2012-07-28 15:59:00,34.199,42.9785,597.4371666666666,565.8068333333335,460.51528333333334
3411,2012-07-28 16:59:00,35.4455,37.84883333333334,404.52449999999993,359.6293333333334,292.09689999999995
3412,2012-07-28 17:59:00,34.98283333333333,32.34883333333334,202.47366666666665,148.574,113.20243333333336
3413,2012-07-28 18:59:00,29.346999999999998,27.42616666666667,38.14666666666667,23.11783333333333,18.28770000000001
3414,2012-07-28 19:59:00,26.992333333333335,23.7655,0.0,0.022,0.4296499999999998
3415,2012-07-28 20:59:00,25.626,22.633,0.0,0.0,0.0
3416,2012-07-28 21:49:00,24.2494,20.7104,0.0,0.0,0.0
3423,2012-07-29 04:59:00,20.873666666666665,17.133166666666668,2.677608695652174,2.7154347826086958,1.479108695652174
3424,2012-07-29 05:59:00,22.168499999999998,19.206166666666665,64.85683333333333,63.27166666666666,40.55083333333334
3425,2012-07-29 06:59:00,25.64033333333333,26.805999999999997,212.28799999999993,218.92633333333328,170.85576666666663
3426,2012-07-29 07:59:00,29.294833333333333,40.02349999999999,392.46733333333333,412.2200000000001,333.0512833333334
3427,2012-07-29 08:59:00,32.12983333333333,49.0585,577.4233333333334,609.5251666666666,457.3406833333332
3428,2012-07-29 09:59:00,35.009499999999996,60.88816666666668,726.2908333333332,762.7783333333331,583.5283666666668
3429,2012-07-29 10:59:00,36.96933333333333,64.1925,829.3388333333331,860.525166666667,644.6445166666667
3430,2012-07-29 11:59:00,38.572,66.81616666666666,876.3973333333334,906.6846666666669,668.2825666666669
3431,2012-07-29 12:59:00,39.07966666666666,64.84866666666666,877.8139999999997,900.7519999999998,668.8024000000003
3432,2012-07-29 13:59:00,40.44583333333333,66.02266666666667,812.6326666666664,815.9283333333332,617.6182166666669
3433,2012-07-29 14:59:00,41.43033333333333,62.76933333333333,692.9098333333333,680.6841666666667,531.4127833333333
3434,2012-07-29 15:59:00,40.794166666666676,54.980833333333344,538.8000000000003,513.3733333333333,412.7425666666665
3435,2012-07-29 16:59:00,40.5785,46.76166666666666,349.2471666666667,314.9281666666666,253.80246666666662
3436,2012-07-29 17:59:00,37.33433333333333,37.743,167.1335,137.1181666666667,111.74296666666669
3437,2012-07-29 18:59:00,32.628,30.841833333333337,35.937999999999995,30.431333333333328,24.602083333333322
3438,2012-07-29 19:59:00,30.028166666666667,26.745499999999996,0.019666666666666666,0.058,0.32444999999999996
3439,2012-07-29 20:59:00,28.683333333333334,24.996333333333336,0.0,0.0,0.0
3440,2012-07-29 21:49:00,27.9894,24.346200000000003,0.0,0.0,0.0
3447,2012-07-30 04:59:00,24.45783333333333,21.164666666666665,1.2556521739130435,1.4734782608695653,0.9557391304347829
3448,2012-07-30 05:59:00,26.62183333333334,25.0985,58.69683333333334,59.242666666666665,33.64536666666667
3449,2012-07-30 06:59:00,28.108666666666668,29.660166666666665,224.09450000000004,233.73466666666664,173.7703499999999
3450,2012-07-30 07:59:00,29.375833333333336,34.42783333333333,423.45950000000005,451.1533333333335,358.8977499999999
3451,2012-07-30 08:59:00,30.988000000000003,39.529333333333334,624.0986666666669,659.7368333333335,498.1976
3452,2012-07-30 09:59:00,32.56516666666666,43.41283333333333,783.8713333333332,827.9336666666667,643.4535000000002
3453,2012-07-30 10:59:00,33.83283333333333,46.37266666666667,888.4570000000004,934.4525,708.3698499999999
3454,2012-07-30 11:59:00,34.523666666666664,47.63466666666667,943.8216666666665,983.8983333333334,742.3473666666669
3455,2012-07-30 12:59:00,35.386833333333335,46.78866666666667,942.2905,966.673,731.0950333333334
3456,2012-07-30 13:59:00,35.586333333333336,46.240833333333335,885.1108333333331,892.0186666666665,691.5139500000002
3457,2012-07-30 14:59:00,35.33133333333333,43.54533333333333,770.6094999999998,760.554833333333,605.4840666666662
3458,2012-07-30 15:59:00,34.83816666666667,41.404833333333336,610.497,581.6723333333334,474.7068833333334
3459,2012-07-30 16:59:00,35.86533333333333,37.359833333333334,414.0131666666667,367.82383333333325,297.59251666666677
3460,2012-07-30 17:59:00,36.052,33.298,206.21183333333332,151.14316666666667,112.46356666666665
3461,2012-07-30 18:59:00,30.838666666666665,29.253,38.80933333333335,23.203000000000007,17.256816666666673
3462,2012-07-30 19:29:00,29.041,26.566999999999997,0.03222222222222222,0.22499999999999998,0.6766666666666669
3463,2012-07-30 19:29:00,0.0,0.0,0.6730188679245284,0.7662264150943396,0.0
3464,2012-07-30 19:29:00,0.0,0.0,59.095833333333346,59.403500000000015,0.0
3471,2012-07-31 04:51:00,20.467000000000002,15.654000000000002,230.91966666666667,241.54083333333332,0.5641320754716982
3472,2012-07-31 05:51:00,21.614333333333335,17.576833333333333,432.6578333333333,461.2683333333334,29.28278333333333
3473,2012-07-31 06:51:00,25.224500000000003,26.67216666666667,617.2103333333332,655.6576666666666,179.1427166666667
3474,2012-07-31 07:51:00,28.425166666666666,33.4145,769.7169999999998,814.379333333333,366.0150166666665
3475,2012-07-31 08:51:00,29.806833333333334,38.93833333333333,876.8506666666668,921.4048333333334,502.2984500000001
3476,2012-07-31 08:51:00,0.0,0.0,931.6843333333335,970.6223333333332,632.7327666666666
3477,2012-07-31 08:51:00,0.0,0.0,925.5226666666665,951.112333333333,707.4149999999997
3478,2012-07-31 08:51:00,0.0,0.0,865.3902325581395,873.6951162790701,730.2916166666668
3479,2012-07-31 08:51:00,0.0,0.0,736.7000000000005,728.0193333333335,725.2580666666662
3480,2012-07-31 08:51:00,0.0,0.0,572.2321666666667,547.0305000000002,679.796953488372
3481,2012-07-31 08:51:00,0.0,0.0,378.93816666666646,340.87566666666686,577.6020500000002
3482,2012-07-31 08:51:00,0.0,0.0,186.7121666666667,143.61599999999999,447.6701
3483,2012-07-31 08:51:00,0.0,0.0,38.54683333333333,27.627333333333333,277.39748333333324
3484,2012-07-31 08:51:00,0.0,0.0,0.07716666666666666,0.24100000000000002,109.84089999999998
3485,2012-07-31 08:51:00,0.0,0.0,0.0,0.0,20.442233333333338
3486,2012-07-31 08:51:00,0.0,0.0,0.0,0.0,0.3780333333333333
3487,2012-07-31 08:51:00,0.0,0.0,0.0,0.0,0.0
3488,2012-07-31 08:51:00,0.0,0.0,0.0,0.0,0.0
3495,2012-08-01 04:59:00,24.93133333333333,23.22283333333333,0.8864444444444445,1.1924444444444444,0.6606666666666666
3496,2012-08-01 05:59:00,25.384333333333334,24.289666666666665,50.469,52.287,29.794783333333328
3497,2012-08-01 06:59:00,26.93083333333333,28.468666666666664,202.81416666666664,212.79749999999999,157.46794999999992
3498,2012-08-01 07:59:00,28.755,33.72516666666667,405.37666666666684,432.65933333333334,341.1563166666667
3499,2012-08-01 08:59:00,29.730166666666666,36.86833333333333,604.2543333333331,640.2389999999999,491.1985333333335
3500,2012-08-01 09:59:00,30.6555,40.58683333333334,754.8696666666668,797.3923333333332,620.7528166666666
3501,2012-08-01 10:59:00,31.108499999999996,42.99033333333333,865.2006666666667,909.7455000000003,695.345983333333
3502,2012-08-01 11:59:00,31.34316666666666,43.69616666666667,919.6353333333335,960.3118333333331,734.7641
3503,2012-08-01 12:59:00,31.697333333333333,41.98583333333334,917.1959999999998,942.129333333333,723.4958499999998
3504,2012-08-01 13:59:00,32.211166666666664,41.47866666666666,852.2249999999997,856.8001666666668,669.2696499999998
3505,2012-08-01 14:59:00,32.957166666666666,41.40983333333333,731.9354999999997,722.8236666666667,577.7847999999998
3506,2012-08-01 15:59:00,33.315999999999995,39.008,565.2774999999999,540.8821666666666,435.64356666666663
3507,2012-08-01 16:59:00,33.718666666666664,35.888000000000005,370.7200000000001,334.2838333333333,269.3528666666668
3508,2012-08-01 17:59:00,33.49283333333333,31.817833333333336,176.3898333333333,139.45999999999998,108.66204999999998
3509,2012-08-01 18:59:00,29.295,27.80966666666666,37.3995,26.97133333333333,21.497566666666664
3510,2012-08-01 19:59:00,26.923333333333332,24.799833333333336,0.028999999999999995,0.0965,0.30873333333333336
3511,2012-08-01 20:59:00,25.5945,23.0835,0.0,0.0,0.0
3512,2012-08-01 21:59:00,24.961833333333335,21.978166666666667,0.0,0.0,0.0
3519,2012-08-02 04:59:00,21.050833333333333,17.192833333333336,0.7175555555555555,0.8462222222222222,0.5693555555555555
3520,2012-08-02 05:59:00,21.770666666666667,18.050166666666666,51.72766666666665,52.81533333333333,29.06988333333333
3521,2012-08-02 06:59:00,24.546666666666667,25.2975,208.68916666666672,218.219,163.93643333333333
3522,2012-08-02 07:59:00,28.064999999999998,34.1505,407.04549999999983,434.55466666666666,344.5211833333332
3523,2012-08-02 08:59:00,29.843500000000002,40.432833333333335,600.0561666666669,639.1486666666665,482.46981666666653
3524,2012-08-02 09:59:00,30.874499999999998,44.492999999999995,753.7275000000003,796.3929999999997,614.7048666666668
3525,2012-08-02 10:59:00,31.701999999999998,47.32566666666667,862.5353333333333,906.5959999999997,690.3866166666668
3526,2012-08-02 11:59:00,32.155166666666666,48.774333333333324,919.2738333333332,959.1396666666665,721.3958333333331
3527,2012-08-02 12:59:00,32.6385,47.797666666666665,916.9325000000001,944.7688333333334,713.0279666666667
3528,2012-08-02 13:59:00,33.558666666666674,47.55266666666666,853.1403333333335,861.753333333333,662.4542833333331
3529,2012-08-02 14:59:00,33.64183333333333,44.734500000000004,738.1728333333332,730.128,575.8352833333333
3530,2012-08-02 15:49:00,34.045,42.943200000000004,597.5461403508775,574.3863157894741,465.00866666666695
3531,2012-08-02 16:54:00,35.07775,36.968,353.3531111111111,312.62311111111114,251.27046666666672
3532,2012-08-02 17:54:00,34.278666666666666,32.23616666666666,180.67933333333337,136.92549999999997,105.0779333333333
3533,2012-08-02 18:54:00,28.732666666666663,27.03599999999999,33.16366666666667,21.6665,17.804716666666664
3534,2012-08-02 19:54:00,26.688333333333336,23.769999999999996,0.0,0.0,0.21371666666666667
3535,2012-08-02 20:54:00,25.901999999999997,22.497333333333334,0.0,0.0,0.0
3536,2012-08-02 21:54:00,24.852333333333334,21.779166666666665,0.0,0.0,0.0
3543,2012-08-03 04:54:00,20.63,16.68733333333333,0.833,0.7396,0.4978800000000001
3544,2012-08-03 05:54:00,21.627166666666668,18.5185,59.114000000000004,58.105999999999995,27.26515
3545,2012-08-03 06:54:00,24.30933333333333,25.141499999999997,237.749,224.58299999999997,164.54396666666668
3546,2012-08-03 07:44:00,27.587799999999998,33.991400000000006,399.1045283018866,420.9228301886792,342.7948490566037
3547,2012-08-03 08:52:00,30.170333333333335,49.092166666666664,581.9746666666666,624.0724999999999,84.43376666666668
3548,2012-08-03 09:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3549,2012-08-03 10:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3550,2012-08-03 11:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3551,2012-08-03 12:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3552,2012-08-03 13:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3553,2012-08-03 14:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3554,2012-08-03 15:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3555,2012-08-03 16:52:00,30.608,52.692,605.3199999999998,647.5699999999998,0.0
3556,2012-08-03 17:52:00,30.608,52.692,587.8914999999998,627.6048333333331,0.9516666666666667
3557,2012-08-03 18:52:00,30.658666666666665,28.758,18.67116666666667,13.739499999999996,8.365816666666667
3558,2012-08-03 19:52:00,27.9345,24.679,0.0,0.0,0.12033333333333336
3559,2012-08-03 20:52:00,26.7235,23.180000000000003,0.0,0.0,0.0
3560,2012-08-03 21:42:00,25.5812,21.4,0.0,0.0,0.0
3567,2012-08-04 04:52:00,21.388499999999997,17.41283333333333,0.6115094339622642,0.590754716981132,0.3238301886792453
3568,2012-08-04 05:52:00,22.324,18.696333333333335,60.37166666666666,58.0455,19.410333333333345
3569,2012-08-04 06:52:00,24.984333333333336,25.680333333333333,213.38933333333327,223.35733333333334,115.54481666666665
3570,2012-08-04 07:52:00,28.554666666666666,37.714,420.40316666666666,432.1940000000001,243.0674666666667
3571,2012-08-04 08:52:00,31.575833333333332,51.38249999999999,595.2973333333334,628.4841666666666,383.73488333333324
3572,2012-08-04 09:52:00,34.151,60.52416666666667,744.4558333333333,780.5521666666668,602.1619166666667
3573,2012-08-04 10:52:00,36.153666666666666,64.46833333333335,843.3658333333332,885.3931666666668,660.8623333333336
3574,2012-08-04 11:52:00,36.2215,62.7035,899.5169999999998,943.8815,695.0477166666666
3575,2012-08-04 12:52:00,37.05716666666666,65.37083333333332,900.3426666666669,933.7956666666669,680.9145333333332
3576,2012-08-04 13:52:00,37.464666666666666,61.409333333333336,839.5951666666666,850.5158333333333,643.48865
3577,2012-08-04 14:52:00,38.106833333333334,58.16433333333333,722.1244999999998,716.0258333333334,556.2380166666663
3578,2012-08-04 15:52:00,37.898833333333336,52.629,564.0446666666666,537.6953333333335,431.37441666666666
3579,2012-08-04 16:52:00,38.94,47.67816666666666,371.8279999999999,329.26583333333326,266.5086333333333
3580,2012-08-04 17:52:00,38.49333333333333,38.385333333333335,174.92599999999996,129.3158333333334,99.50625
3581,2012-08-04 18:52:00,31.772833333333338,30.279833333333332,27.44066666666667,17.427166666666672,14.967683333333332
3582,2012-08-04 19:52:00,28.820999999999998,24.74933333333333,0.0,0.0,0.13344999999999999
3583,2012-08-04 20:52:00,27.436166666666665,23.120166666666666,0.0,0.0,0.0
3584,2012-08-04 21:52:00,26.427333333333333,22.02933333333333,0.0,0.0,0.0
3591,2012-08-05 04:52:00,21.712499999999995,17.476499999999998,0.631320754716981,0.6781132075471699,0.4012452830188679
3592,2012-08-05 05:52:00,22.998833333333334,19.303166666666666,51.94149999999999,54.335666666666654,26.735599999999998
3593,2012-08-05 06:52:00,25.968,25.800833333333333,213.35200000000003,224.03800000000007,165.5862
3594,2012-08-05 07:52:00,29.41316666666667,39.663000000000004,412.3571666666667,437.85700000000014,351.79110000000014
3595,2012-08-05 08:52:00,32.73233333333333,52.655166666666666,600.9083333333332,636.9281666666666,485.9052166666668
3596,2012-08-05 09:52:00,35.06733333333333,60.853,750.797,796.1721666666668,607.5241500000005
3597,2012-08-05 10:52:00,37.13216666666667,65.348,848.0543333333333,896.3009999999998,661.3938333333332
3598,2012-08-05 11:52:00,38.13066666666666,65.36333333333333,894.2334999999997,935.8320000000002,688.4842833333335
3599,2012-08-05 12:52:00,38.30383333333333,62.21083333333333,898.2516666666666,928.3739999999996,690.845833333333
3600,2012-08-05 13:52:00,38.481833333333334,59.38283333333333,835.7568333333334,846.8486666666664,644.31185
3601,2012-08-05 14:52:00,37.92216666666667,54.386833333333335,713.4433333333334,707.4979999999998,552.9545833333333
3602,2012-08-05 15:52:00,37.52283333333333,50.272,543.3705,522.4195000000002,422.75896666666665
3603,2012-08-05 16:52:00,37.42066666666666,43.729166666666664,350.1640000000001,314.8175,258.5238499999999
3604,2012-08-05 17:52:00,37.024833333333326,36.84016666666667,157.58099999999988,128.33566666666667,104.20368333333333
3605,2012-08-05 18:52:00,32.15016666666667,29.818833333333334,26.715666666666657,21.96233333333334,20.072533333333347
3606,2012-08-05 19:52:00,28.946833333333334,24.769333333333336,0.0,0.0,0.07815
3607,2012-08-05 20:52:00,27.425666666666668,22.332833333333337,0.0,0.0,0.0
3608,2012-08-05 21:42:00,26.126600000000003,21.299,0.0,0.0,0.0
3615,2012-08-06 04:52:00,21.596333333333334,17.448,0.6507547169811321,0.6609433962264151,0.38075471698113206
3616,2012-08-06 05:52:00,21.992,18.590333333333334,50.81066666666666,51.24533333333332,32.443433333333324
3617,2012-08-06 06:52:00,25.394000000000002,25.23,193.52933333333334,201.23566666666665,152.83883333333335
3618,2012-08-06 07:52:00,28.379,38.44316666666666,382.6698333333333,406.23883333333345,327.30359999999996
3619,2012-08-06 08:52:00,30.761833333333332,47.81716666666667,569.0568333333335,606.2781666666664,465.6286333333332
3620,2012-08-06 09:52:00,33.67033333333333,57.44016666666667,722.7858333333332,765.1178333333335,581.8637999999999
3621,2012-08-06 10:52:00,35.739666666666665,63.93600000000001,820.7626666666669,866.1736666666665,652.6406000000002
3622,2012-08-06 11:52:00,37.351333333333336,66.8245,867.488333333333,908.7830000000002,676.4722666666665
3623,2012-08-06 12:22:00,38.668,65.35366666666667,868.9236363636363,903.0099999999998,670.9389545454544
3624,2012-08-06 13:56:00,39.6422,63.748400000000004,796.662075471698,809.7749056603774,614.256830188679
3625,2012-08-06 14:56:00,39.358666666666664,56.892999999999994,682.1605000000001,677.661,530.1024666666668
3626,2012-08-06 15:56:00,39.38616666666667,50.574666666666666,524.7605000000001,501.7483333333333,408.80893333333313
3627,2012-08-06 16:56:00,39.977666666666664,45.47483333333333,335.20300000000003,300.8276666666667,247.61163333333332
3628,2012-08-06 17:56:00,38.98266666666667,38.69650000000001,150.67516666666674,122.2821666666667,101.59501666666668
3629,2012-08-06 18:56:00,32.6865,30.757166666666667,24.548666666666673,20.617833333333337,19.318583333333343
3630,2012-08-06 19:56:00,29.636833333333332,25.449833333333334,0.0,0.0,0.055833333333333325
3631,2012-08-06 20:56:00,27.821499999999997,23.186333333333334,0.0,0.0,0.0
3632,2012-08-06 21:46:00,26.661399999999997,21.6966,0.0,0.0,0.0
3639,2012-08-07 04:56:00,22.7175,19.641166666666667,0.13695652173913042,0.18869565217391304,0.20393478260869566
3640,2012-08-07 05:56:00,23.0705,19.712833333333336,43.45933333333333,42.97749999999999,28.52178333333334
3641,2012-08-07 06:56:00,25.634333333333334,24.75616666666666,185.55266666666668,190.5453333333334,146.34348333333335
3642,2012-08-07 07:56:00,29.398999999999997,33.602333333333334,371.0688333333333,398.89499999999987,323.6439166666665
3643,2012-08-07 08:56:00,31.701166666666666,40.79933333333333,560.6471666666664,598.8766666666667,466.76270000000005
3644,2012-08-07 09:56:00,33.81333333333333,44.8085,723.4976666666669,769.9795000000003,603.2558833333334
3645,2012-08-07 10:56:00,35.21933333333333,48.076166666666666,835.8851666666667,887.0334999999999,678.7049
3646,2012-08-07 11:56:00,35.812333333333335,48.869499999999995,891.2760000000001,936.8161666666664,710.1132666666668
3647,2012-08-07 12:56:00,37.29883333333333,51.55799999999999,887.1391666666663,919.3244999999995,700.6681666666669
3648,2012-08-07 13:56:00,37.41683333333333,49.475,818.3123333333333,832.9486666666667,648.0800666666669
3649,2012-08-07 14:56:00,37.10783333333333,46.379,695.351,693.2406666666666,553.0119833333332
3650,2012-08-07 15:56:00,37.03683333333334,43.087333333333326,528.5166666666667,508.72216666666657,416.07103333333345
3651,2012-08-07 16:56:00,37.84866666666667,39.800000000000004,336.48383333333334,304.8709999999999,244.00146666666666
3652,2012-08-07 17:56:00,36.289333333333325,34.87383333333333,149.26933333333335,123.99383333333331,100.3557
3653,2012-08-07 18:56:00,32.17066666666667,30.35116666666667,25.73666666666666,23.06116666666668,18.790650000000003
3654,2012-08-07 19:56:00,29.79683333333333,27.38083333333333,0.0,0.0,0.029666666666666664
3655,2012-08-07 20:56:00,28.75166666666667,25.523333333333337,0.0,0.0,0.0
3656,2012-08-07 21:46:00,27.722,23.706400000000002,0.0,0.0,0.0
3663,2012-08-08 04:56:00,25.081,21.008333333333333,0.1384782608695652,0.20130434782608694,0.12054347826086956
3664,2012-08-08 05:56:00,25.843666666666667,22.915666666666667,42.05916666666667,42.963333333333345,27.641716666666657
3665,2012-08-08 06:56:00,28.167666666666662,29.072000000000003,177.9413333333333,188.05383333333336,141.82961666666668
3666,2012-08-08 07:56:00,30.658833333333334,35.71,369.2610000000002,396.74583333333345,314.34104999999994
3667,2012-08-08 08:56:00,32.554833333333335,42.87449999999999,564.4506666666668,604.6574999999999,463.24273333333326
3668,2012-08-08 09:56:00,34.731500000000004,48.902666666666654,724.2581666666669,774.0908333333331,596.5924833333336
3669,2012-08-08 10:56:00,36.285833333333336,52.61449999999999,836.3611666666662,889.8793333333331,670.6241166666671
3670,2012-08-08 11:56:00,37.01566666666667,54.8645,891.2139999999997,940.6155,701.3301166666665
3671,2012-08-08 12:56:00,36.16316666666666,50.317499999999995,895.4981666666666,930.1576666666664,707.3798000000003
3672,2012-08-08 13:56:00,35.92333333333333,48.83416666666667,838.5826666666668,854.2226666666667,659.8698833333336
3673,2012-08-08 14:56:00,35.85933333333333,45.23,724.8881666666663,721.2810000000002,574.8210166666669
3674,2012-08-08 15:56:00,34.87083333333333,40.51866666666667,563.1870000000001,540.0145,442.9533166666667
3675,2012-08-08 16:56:00,35.191833333333335,37.11116666666667,375.4881666666667,335.028,272.9675833333334
3676,2012-08-08 17:56:00,34.952333333333335,32.566,172.0266666666667,129.3008333333333,96.46388333333338
3677,2012-08-08 18:56:00,29.979499999999998,28.256833333333333,25.87983333333335,18.67283333333334,14.418450000000004
3678,2012-08-08 19:56:00,27.951333333333338,25.30366666666667,0.0,0.0,0.05918333333333334
3679,2012-08-08 20:56:00,26.57316666666667,23.438666666666666,0.0,0.0,0.0
3680,2012-08-08 21:46:00,25.399800000000003,21.175,0.0,0.0,0.0
3687,2012-08-09 04:56:00,21.334333333333333,16.52933333333333,0.07565217391304346,0.11326086956521737,0.18106521739130435
3688,2012-08-09 05:56:00,21.76516666666667,17.490000000000002,46.660500000000006,49.70683333333333,23.48241666666667
3689,2012-08-09 06:56:00,25.202166666666667,26.017166666666668,213.80666666666664,229.00349999999992,165.5485
3690,2012-08-09 07:56:00,28.522999999999996,33.424,415.3221666666666,449.65400000000017,359.87423333333317
3691,2012-08-09 08:56:00,30.37233333333333,39.25966666666667,609.1336666666667,658.827,505.7223833333334
3692,2012-08-09 09:56:00,31.61616666666667,43.49250000000001,764.3068333333335,822.7651666666668,629.5352499999998
3693,2012-08-09 10:56:00,32.665666666666674,46.36116666666667,871.8615000000003,932.0451666666663,708.9653666666668
3694,2012-08-09 11:56:00,32.988,48.651,921.597166666667,977.3838333333335,735.2980666666666
3695,2012-08-09 12:56:00,33.717499999999994,47.76316666666667,918.636,959.7778333333333,729.4473666666667
3696,2012-08-09 13:56:00,34.206500000000005,47.7905,854.1700000000001,874.8388333333335,678.4233499999999
3697,2012-08-09 14:56:00,33.908166666666666,46.03766666666667,730.7705000000002,732.2078333333333,580.7392166666666
3698,2012-08-09 15:56:00,33.473166666666664,40.33416666666667,568.9696666666667,544.9611666666666,450.8828666666668
3699,2012-08-09 16:56:00,33.913666666666664,36.62566666666667,372.3873333333335,331.93116666666657,271.4691166666666
3700,2012-08-09 17:56:00,32.444833333333335,31.000833333333333,167.31666666666666,128.76283333333333,95.37845000000002
3701,2012-08-09 18:56:00,28.615,27.066,25.17316666666668,19.73716666666667,14.367183333333335
3702,2012-08-09 19:56:00,27.040166666666668,24.812166666666666,0.0,0.0,0.03219999999999999
3703,2012-08-09 20:56:00,26.316833333333335,23.675,0.0,0.0,0.0
