Date,Ta (°C),Tm (°C),P (kW),I (W/m2)
2012-03-06,11.9885,10.363666666666663,3520.2019859649126,4292.835032631579
2012-03-07,12.479583333333334,11.294916666666666,2761.098919696971,3218.478295515152
2012-03-08,13.317083333333333,12.759666666666664,2842.977533333333,3436.528604
2012-03-09,13.788,13.775749999999999,2227.8780499999993,2517.6619506666666
2012-03-10,12.635583333333333,12.25375,1980.8391666666666,2227.510064
2012-03-11,12.651083333333332,13.095500000000001,2778.3991666666666,3290.9034053333335
2012-03-12,10.343333333333334,9.842283333333333,3959.697766666666,4569.751429333333
2012-03-13,11.25,11.156999999999998,5117.550799999999,6265.0202733333335
2012-03-14,13.958416666666665,16.07625,3290.25875,4189.114311999999
2012-03-15,13.596333333333334,11.588166666666666,5225.554316666667,6537.550392
2012-03-16,13.358541666666667,11.760783333333332,5123.3493371829,6504.699738456988
2012-03-17,16.449833333333334,21.857666666666663,4553.764564855073,5602.275122405797
2012-03-18,16.658666666666665,20.92758333333333,3398.7438333333334,4234.127002666667
2012-03-19,16.69408333333333,17.2025,4774.039433333333,5894.954897333333
2012-03-20,16.26706666666667,18.891033333333333,4570.272994212394,5809.54042951315
2012-03-21,14.205874999999999,15.169791666666665,4791.713558333333,5924.049031999999
2012-03-22,15.437833333333336,14.881333333333332,4203.631602259888,5267.266987593221
2012-03-23,17.344916666666666,17.639166666666668,3405.3558666666677,4085.0977053333336
2012-03-24,16.691333333333333,18.903666666666666,4157.086333333335,5122.317542666666
2012-03-25,16.292416666666664,17.590416666666666,4609.1712,5813.436668
2012-03-26,16.9565,17.988333333333333,5263.9677111111105,6690.9141973333335
2012-03-27,17.330166666666667,20.98875,5482.284683333333,6937.055920000001
2012-03-28,16.472999999999995,17.546666666666663,5914.458433333334,7500.986652000001
2012-03-29,17.388166666666667,16.120166666666666,5877.142266666667,7502.925722666666
2012-03-30,18.67833333333333,19.1725,5546.33906818182,7293.003353582888
2012-03-31,17.996166666666667,20.717583333333334,2392.949338617886,3050.0952919837396
2012-04-01,17.9265,28.21083333333333,3578.5870470588243,4601.147497490196
2012-04-02,17.02125,23.396166666666666,5600.914814949373,7195.524456882364
2012-04-03,16.4414,15.281583333333332,1683.4788833333337,2197.3711639999997
2012-04-04,18.704833333333333,18.50325,3125.8374499999995,3893.270730666666
2012-04-05,16.715666666666664,15.385216666666668,947.2864859767892,1062.7350297304965
2012-04-06,19.00475,23.723416666666665,5171.089650000001,6559.421544000001
2012-04-07,16.86658333333333,17.209833333333332,1813.4610166666666,2055.7447613333334
2012-04-08,13.613916666666668,12.866333333333333,2885.50705,3472.8029813333333
2012-04-09,8.43425,7.666166666666667,2393.2270166666667,2793.9387040000006
2012-04-10,13.053916666666666,16.227833333333333,6155.0310477777775,7633.3432257185195
2012-04-11,14.66983333333333,14.60025,2006.6236666666666,2289.1099386666665
2012-04-12,18.27616666666667,24.427166666666665,5890.993645833333,7462.005629999999
2012-04-13,15.285,14.847666666666669,1383.1226666666664,1517.2866346666667
2012-04-14,14.93,14.293500000000002,3368.9760298185943,4016.876690104308
2012-04-15,17.661833333333334,22.252750000000002,5709.660199999999,7016.40168
2012-04-16,14.690666666666669,13.952750000000002,1857.6548666666665,2129.7924199999998
2012-04-17,15.284083333333333,17.280416666666667,4033.9218166666665,4865.949857333334
2012-04-18,15.066666666666668,18.37,4255.752716666667,5080.337536
2012-04-19,16.3435,16.872083333333336,3143.4098999999997,3674.2619186666666
2012-04-20,16.189,18.098,4796.407883333333,5910.624541333333
2012-04-21,15.331333333333331,22.988833333333336,2430.2243666666664,3051.876224
2012-04-22,17.747333333333334,14.576500000000005,1095.011698809524,1393.1646350476192
2012-04-23,16.49183333333333,16.298833333333334,2492.620818807852,2809.5183675633084
2012-04-24,20.794333333333334,26.205833333333338,5947.552993137255,7422.245958117646
2012-04-25,19.751416666666664,21.861083333333337,5811.7742333333335,7310.673722980392
2012-04-26,20.1815,26.79025,6081.50015,7788.419489333332
2012-04-27,21.030833333333334,24.739466666666665,6112.827441666666,7842.367335115942
2012-04-28,21.420499999999997,26.987333333333332,5993.330249275363,7728.137332289854
2012-04-29,23.777,29.311083333333336,5918.581827536232,7674.700337623189
2012-04-30,25.06758333333333,31.852166666666662,5168.053337681159,6582.457682666667
2012-05-01,24.45408333333333,30.614166666666662,6017.542914492754,7884.540170260869
2012-05-02,24.10091666666667,27.859166666666667,5848.904022463768,7594.905943072465
2012-05-03,23.041249999999998,26.777083333333337,5951.882655797102,7646.743338260869
2012-05-04,22.98558333333333,28.498583333333336,5986.328149999999,7787.908587536233
2012-05-05,23.584249999999997,31.44875,5970.810525177306,7862.401412624114
2012-05-06,23.556916666666666,32.528333333333336,5885.213724113476,7661.772188312056
2012-05-07,22.27475,24.337333333333337,3165.865371276596,3829.8447273758875
2012-05-08,22.136333333333333,25.591749999999998,6029.458611702127,7867.876191971633
2012-05-09,21.95858333333333,26.70525,5587.944560144927,7147.460912579711
2012-05-10,23.857583333333338,27.615000000000002,6140.925260869565,8010.843619072463
2012-05-11,25.21,28.688500000000005,5998.585279710145,7863.92083715942
2012-05-12,26.388,30.36425,5952.649873266045,7803.259928120082
2012-05-13,27.403416666666665,36.94591666666667,5647.152967295598,7524.878981735849
2012-05-14,16.80783333333333,15.572333333333333,1629.6993507702125,1899.422485479051
