Date,Ta (°C),Tm (°C),I (W/m2),Month,Day,Time,Season,P (kW)
2013-10-22 15:53:00,22.62033333333333,24.888166666666667,226.3477266666666,10,22,15,3,150.8596166666667
2013-10-22 16:53:00,20.75016666666667,19.232333333333333,46.87065599999999,10,22,16,3,25.990183333333334
2013-10-22 17:53:00,18.8685,15.723999999999998,0.06214666666666665,10,22,17,3,0.1751499999999999
2013-10-22 18:53:00,17.757166666666667,13.6975,0.2443733333333333,10,22,18,3,0.0
2013-10-22 19:53:00,16.580166666666667,11.846333333333334,0.5913413333333329,10,22,19,3,0.0
2013-10-22 20:53:00,15.966499999999998,11.169666666666666,0.6336853333333323,10,22,20,3,0.0
2013-10-22 21:43:00,15.1998,10.98,0.4545343999999994,10,22,21,3,0.0
2013-10-23 04:53:00,13.215666666666666,9.9305,0.3665599999999995,10,23,4,3,0.0
2013-10-23 05:53:00,13.585666666666668,11.274499999999998,0.36655999999999944,10,23,5,3,0.0011666666666666
2013-10-23 06:53:00,13.889833333333334,11.460499999999998,21.792977333333333,10,23,6,3,12.646733333333335
2013-10-23 07:53:00,15.241833333333332,15.364666666666666,133.37412933333337,10,23,7,3,106.65659999999998
2013-10-23 08:53:00,17.683666666666667,22.166,336.2779720000001,10,23,8,3,269.1594833333333
2013-10-23 09:53:00,20.619666666666664,33.586166666666664,598.3307773333332,10,23,9,3,473.2137666666668
2013-10-23 10:53:00,22.723,41.07983333333333,688.0959120000001,10,23,10,3,538.4879166666667
2013-10-23 11:53:00,24.340666666666667,46.11783333333333,711.5907666666668,10,23,11,3,558.0988500000002
2013-10-23 12:53:00,25.581,47.27533333333333,675.9058160000001,10,23,12,3,529.5597
2013-10-23 13:53:00,26.243333333333336,44.251166666666656,585.0179160000002,10,23,13,3,455.7690000000003
2013-10-23 14:53:00,26.5145,39.27816666666666,416.5640426666667,10,23,14,3,314.6936333333333
2013-10-23 15:53:00,24.733166666666666,29.6575,233.27138799999994,10,23,15,3,155.45475000000002
2013-10-23 16:53:00,22.213166666666663,20.9945,43.40475333333333,10,23,16,3,25.225166666666667
2013-10-23 17:53:00,19.75783333333333,16.508166666666668,0.7904213333333328,10,23,17,3,0.0879833333333333
2013-10-23 18:53:00,18.413166666666665,14.829166666666667,0.561953333333333,10,23,18,3,0.0
2013-10-23 19:53:00,17.596666666666668,14.070333333333332,0.596502666666666,10,23,19,3,0.0
2013-10-23 20:53:00,16.692,12.541333333333334,0.13440533333333327,10,23,20,3,0.0
2013-10-23 21:53:00,15.969500000000002,12.006499999999996,0.20160799999999987,10,23,21,3,0.0
2013-10-24 04:53:00,12.955833333333333,7.8945,0.3665599999999995,10,24,4,3,0.0
2013-10-24 05:53:00,12.733,7.227,0.4887466666666663,10,24,5,3,0.0
2013-10-24 06:53:00,12.7035,7.7815,33.457728,10,24,6,3,15.035700000000002
2013-10-24 07:53:00,15.96433333333333,14.902666666666669,245.56175333333343,10,24,7,3,160.74026666666668
2013-10-24 08:53:00,20.106,27.583166666666667,455.7930039999999,10,24,8,3,338.3448833333333
2013-10-24 09:53:00,22.550166666666662,32.933,565.8140293333332,10,24,9,3,465.78726666666654
2013-10-24 10:53:00,23.675666666666668,36.0515,556.8085839999999,10,24,10,3,379.53626666666673
2013-10-24 11:53:00,24.703333333333333,43.67666666666667,712.2029426666666,10,24,11,3,516.6565499999999
2013-10-24 12:53:00,25.318333333333328,43.00616666666667,610.5427693333334,10,24,12,3,489.70370000000014
2013-10-24 13:53:00,25.275333333333336,39.691,561.3531893333334,10,24,13,3,430.4756166666668
2013-10-24 14:53:00,24.85933333333333,34.51616666666667,444.3516853333332,10,24,14,3,337.99346666666673
2013-10-24 15:53:00,23.76383333333333,28.497333333333334,242.90155066666668,10,24,15,3,158.6425833333333
2013-10-24 16:53:00,21.610166666666668,19.745166666666663,45.59068399999998,10,24,16,3,24.506349999999998
2013-10-24 17:53:00,18.861,14.757166666666668,0.5666933333333328,10,24,17,3,0.0494666666666666
2013-10-24 18:53:00,17.0825,12.375166666666669,0.21382666666666653,10,24,18,3,0.0
